Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 37
Current messages : 512

Jun  2 2026 12:47:04 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:24:30 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=380c-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380c-0011-1200)
Jun  2 2026 12:24:29 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:24:29 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380c-0011-1200)
Jun  2 2026 12:24:29 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=380c-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380c-0011-1200)
Jun  2 2026 12:24:24 Core_SW_01 %%01LACP/2/hwLacpNegotiateFailed_active(l):CID=0x807a040f-alarmID=0x09360000;The member of LAG negotiation failed. (TrunkIndex=0, PortIfIndex=7, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/2, Reason=A link fault occurred or negotiation information synchronization failed.)
Jun  2 2026 12:24:22 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.200.2, AddressLessIf=0, NbrIfIpAddress=10.1.200.1, NbrAddressLessIf=0, IfNeighbor=10.1.254.3, PacketType=4, LsdbAreaId=0.0.0.0, LsdbType=3, LsdbLsid=10.1.40.254, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:24:16 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.10.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:24:00 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.30.253, AddressLessIf=0, NbrIfIpAddress=10.1.30.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:23:55 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=48, VrId=4, MasterIpAddr=10.1.40.252, sysName=Core_SW_01, ifName=Vlanif40, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:23:55 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=48, VrId=4, MasterIPAddress=10.1.40.253, sysName=Core_SW_01, ifName=Vlanif40, ChangeReason=protocol timer expired)
Jun  2 2026 12:23:48 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=47, VrId=3, MasterIpAddr=10.1.30.252, sysName=Core_SW_01, ifName=Vlanif30, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:23:40 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.30.253, AddressLessIf=0, NbrIfIpAddress=10.1.30.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:23:40 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=47, VrId=3, MasterIPAddress=10.1.30.253, sysName=Core_SW_01, ifName=Vlanif30, ChangeReason=protocol timer expired)
Jun  2 2026 12:23:32 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:23:27 Core_SW_01 %%01VRRP/3/VRRP_DOUBLE_MASTER_ERR(l):CID=0x80250453;VRRP detected double masters. (IfIndex=49, IfName=Vlanif110, VrId=5, PeerIp=10.1.110.252, PeerPriority=110)
Jun  2 2026 12:23:25 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=1, LsdbLsid=10.1.254.2, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:23:15 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:23:15 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/1, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=10.1.254.2)
Jun  2 2026 12:23:15 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3811-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun  2 2026 12:23:03 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:23:03 Core_SW_01 %%01OSPF/2/ospfLsaRetranExceedLimit_active(l):CID=0x80830457-alarmID=0x00f1ffc5;The number of OSPF LSA retransmissions on an interface exceeds the limit. (ProcessId=1, AreaId=0.0.0.1, InterfaceName=Vlanif10)
Jun  2 2026 12:23:00 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=1, LsdbLsid=10.1.254.2, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:23:00 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380d-0011-1200)
Jun  2 2026 12:23:00 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380d-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_04, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380d-0011-1200)
Jun  2 2026 12:22:59 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:22:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380d-0011-1200)
Jun  2 2026 12:22:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380d-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_04, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380d-0011-1200)
Jun  2 2026 12:22:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380e-0011-1200)
Jun  2 2026 12:22:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=380e-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380e-0011-1200)
Jun  2 2026 12:22:52 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:22:51 Core_SW_01 %%01LACP/2/hwLacpNegotiateFailed_clear(l):CID=0x807a040f-alarmID=0x09360000-clearType=service_resume;Link negotiation failure is resumed. (TrunkIndex=0, PortIfIndex=7, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/2, Reason=The link fault was rectified and negotiation information was synchronized.)
Jun  2 2026 12:22:50 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=1, LsdbLsid=10.1.254.2, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:22:45 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.2)
Jun  2 2026 12:22:45 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=3811-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun  2 2026 12:22:45 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:22:30 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.40.254, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:22:30 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380c-0011-1200)
Jun  2 2026 12:22:30 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=380c-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380c-0011-1200)
Jun  2 2026 12:22:30 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:22:09 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:22:09 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
Jun  2 2026 12:22:09 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0cb7-5d62-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun  2 2026 12:22:09 Core_SW_01 %%01VRRP/3/VRRP_DOUBLE_MASTER_ERR(l):CID=0x80250453;VRRP detected double masters. (IfIndex=46, IfName=Vlanif20, VrId=2, PeerIp=10.1.20.252, PeerPriority=110)
Jun  2 2026 12:22:02 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:21:44 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:21:44 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.2)
Jun  2 2026 12:21:44 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=3811-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun  2 2026 12:21:32 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:21:22 Core_SW_01 %%01LACP/2/hwLacpNegotiateFailed_active(l):CID=0x807a040f-alarmID=0x09360000;The member of LAG negotiation failed. (TrunkIndex=0, PortIfIndex=7, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/2, Reason=A link fault occurred or negotiation information synchronization failed.)
Jun  2 2026 12:21:21 Core_SW_01 %%01LACP/2/hwLacpStateDown_active(l):CID=0x80480454-alarmID=0x09362015;The LACP status of the member port changes to down. (TrunkIndex=53,PortIfIndex=7,TrunkId=1,TrunkName=Eth-Trunk1,PortName=GE1/0/2,Reason=LACP negotiation fails.)
Jun  2 2026 12:21:21 Core_SW_01 %%01LACP/4/LACP_STATE_DOWN(l):CID=0x80480454;The LACP state is down. (PortName=GE1/0/2, TrunkName=Eth-Trunk1, LastReceivePacketTime=[2026-06-02 12:19:51:017], Reason=No LACPDUs were received when the timer expired. Please check link connections or remote interface's status.)
Jun  2 2026 12:21:03 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:21:02 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:21:00 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/5, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380b-0011-1200)
Jun  2 2026 12:21:00 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/5, RemoteChassisType=macAddress, RemoteChassisId=380b-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_03, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380b-0011-1200)
Jun  2 2026 12:20:59 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:20:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380c-0011-1200)
Jun  2 2026 12:20:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=380c-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380c-0011-1200)
Jun  2 2026 12:20:32 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:20:22 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:20:22 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380e-0011-1200)
Jun  2 2026 12:20:22 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=380e-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380e-0011-1200)
Jun  2 2026 12:20:13 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:20:12 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:20:11 Core_SW_01 %%01VRRP/3/VRRP_DOUBLE_MASTER_ERR(l):CID=0x80250453;VRRP detected double masters. (IfIndex=45, IfName=Vlanif10, VrId=1, PeerIp=10.1.10.252, PeerPriority=110)
Jun  2 2026 12:20:10 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
